Name,class1,class2,jobtype,location,salary,summary,title,sal,qual,new,skills3,skillspts3,title1,newclass1,label_x,skills,label_y
Macquarie Group Limited,Information & Communication Technology, Developers/Programmers,Full Time,Sydney,Salary commensurate with experience,"
Join Australia’s most progressive technology-led Investment Bank and participate in the transition into next generation data platform and analytics.
As a passionate Data Developer with excellent problem-solving skills, you will bring experience with large scale data analytics coupled with a keen interest in financial markets technology.
Working alongside a group of dynamic technologists responsible for developing and maintaining data warehouses, you will play an integral role in our long-term data strategy, developing components used by our business and integrating with downstream
          processes.
Work in a fast-paced agile environment and bring your learning mindset and technical skills in a team that are migrating our current systems to a modern data platform.  You will work closely with business users to understand and implement
          their data requirements. Our strong geographically dispersed data management and analytics team provide expertise in existing platforms and supported businesses.
Key to your success in this role will be your experience with new data technologies and willingness to learn. We anticipate that to excel in this role you will have strong communication capabilities as well as hands-on development experience in
          Scala and/or Java. Experience with data intensive development techniques will be invaluable such as streaming, complex event processing and map reduce.
Previous experience or willingness to gain a working knowledge of the following is beneficial:

Microsoft Business Intelligence Stack (SSAS, SSIS, SSRS)
data technologies (Spark, Beam)
analytic Python development
data visualisation and data wrangling tools (Power BI, Alteryx).

If the above sounds like the right opportunity to further your career, please apply via the link or reach out to Victoria Oh at victoria.oh@macquarie.com
The Corporate Operations Group (COG) brings together specialist support services including workplace, human resources, market operations and technology. COG's purpose is to drive operational excellence through business-aligned services with a
          focus on quality, cost and risk. COG comprises the following divisions: Business Improvement and Strategy, Business Services, Human Resources, Market Operations, and Technology.
Find out more about Macquarie careers at www.macquarie.com/careers
Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common
          is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team. 
We facilitate a range of flexible working arrangements within our teams. Talk to us about what flexibility may be available. Our Technology Returner program is an opportunity for you to re-integrate yourself into the workforce following an
          extended professional career break. Find out more and apply at https://www.macquarie.com/au/about/careers/jobs/returner-program
 
",Junior Data Engineer,,/Join/Australia/’s/Investment/Bank/Data/Developer/Scala/Java/Microsoft/Business/Intelligence/Stack/SSAS/SSIS/SSRS/Spark/Beam/Python/BI/Alteryx/Victoria/Corporate/Operations/Group/COG/COG/COG/Business/Improvement/Strategy/Business/Services/Human/Resources/Market/Operations/Technology/Macquarie/www.macquarie.com/careers/Macquarie/Macquarie/Technology/Returner,,   JUNIOR ENGINEER     ,0,"['Junior', 'Data', 'Engineer']",Information Technolog,, Jr Analysts,1.0
HCM Australia,Government & Defence, Government - Federal,Contract/Temp,"Newcastle, Maitland & Hunter",,"
 
 
Data Analytics / Insight Specialist | SAS/SQL/JAVA


12 Month Contract 
Robina, Toowoomba, Newcastle, Hobart, Adelaide and Perth 
Federal Agency 


BI Account Manager - immediate start - Multiple roles & Locations Seeking a candidate with strong statistical and mathematical expertise in data literacy and analytics, proven ability to strategically address key
            risks and emerging trends, deliver insights of high standard and accuracy for consumable reporting to wider agency and executive leadership.What will you do?   The Business Intelligence (BI) Account Manager
            will be part of the Data and Insurance Branch, working in the Analytics Pool team. This team is responsible for delivering insights to improving the sustainability and performance. The Account Manager will need to deliver emerging
            trends, utilising statistical and mathematical modelling techniques and coordinating with other teams to ensure consistent accounts. The Account Manager should have extensive experience in expressing complex data into digestible messages
            to key stakeholders and for whole division operational analysis. The Account Manager will need to have a high level of competency in technical programming languages (i.e SAS/SQL/Java). About the work Who will the specialist work with?  
            Branch Manager of Business Intelligence, Actuarial teams and various BI teams in the Agency (BI insights, BI Delivery and Performance, BI Service Delivery and Performance and BI Partners)  Essential skills and experience  

High level of data literacy skills, utilising statistical and mathematical modelling techniques.
Demonstrated high level report writing skills and experience- able to translate complete data into digestible and simple messages in line with key business goals
Able to deliver consistent and accurate reports, presenting current trends and emerging issues in simple message for consumable reports to key stakeholders
Proficient in MS Excel
Tertiary qualifications in mathematics, statistical, computer sciences discipline or relevant work experience.
  Nice-to-have skills and experience   Experience using SAS (Base, EG), SQL, sharepoint and PANDA/PANDA Live  Cultural fit  

Demonstrated ability to work flexibly and collaboratively in a team with high levels of communication skills, due to some team members based nationally
Supporting BI Analyst Managers (direct reports)
Ability to work independently and navigate priority action items directed by the BI Analyst Manager
Ability to supervise, lead, coach and develop analysts to produce quality products and services
 Where can the work take place?   Robina, Toowoomba, Newcastle, Hobart, Adelaide and Perth Australian citizenship is desired, however candidates with a comprehensive Australian work history will
            be considered  What are the working arrangements?    face to face, on-site  Is security clearance required?   Entry Level Checks and Police Checks will be
            initiated and commencement is subject to the key personnel meeting the standard in relation to the Entry Level Check requirements
 
Josh Geller Email: Please click the 'Apply Now' button below. ",Data Analytics / Insight Specialist | SAS/SQL/JAVA,,/Data/Analytics/Insight/SAS/SQL/JAVA/Month/Contract/Robina/Toowoomba/Newcastle/Hobart/Adelaide/Perth/Federal/Agency/BI/Account/Manager/Multiple/Locations/Business/Intelligence/BI/Account/Manager/Data/Insurance/Branch/Analytics/Pool/Account/Manager/Account/Manager/Account/Manager/SAS/SQL/Java/Branch/Manager/Business/Intelligence/Agency/BI/BI/Delivery/Performance/BI/Service/Delivery/Performance/BI/Partners/Proficient/MS/Excel/Tertiary/Nice/SAS/Base/EG/SQL/PANDA/Cultural/BI/Analyst/Managers/BI/Analyst/Manager/Ability/Robina/Toowoomba/Newcastle/Hobart/Adelaide/Perth/Entry/Level/Checks/Police/Checks/Entry/Level/Check/Josh/Geller,, SPECIALIST   ANALYTICS     ,0,"['Data', 'Analytics', '/', 'Insight', 'Specialist', '|', 'SAS/SQL/JAVA']",Govt & Def & Edu & Train,,Sr Scientist,
ETE Group Pty Ltd,Information & Communication Technology, Database Development & Administration,Full Time,Sydney,TOP-END SALARY & LOTS OF PERSONAL DEVELOPMENT,"Working within a fantastic work culture at a well-established, market-leading, technology house, you will enjoy:   

Working with true industry superstars who know BI like few others 
The opportunity to finally play the Lead role on Enterprise-Level Projects
A culture that is all about rising to the challenge, delivering excellence and having fun
A top-end salary package along with excellent employee benefits and a real focus on work/life balance
Being part of a respected, well-established, industry-leader that also happens to have a start-up feel and innovative culture
 About the Role  As a Senior Consultant (Business Intelligence), you'll provide a wide range of blue-chip customers with a high level of technical expertise regarding Microsoft Data and BI solutions, including SQL
        Server and PowerBI. Addtionally, you’ll: 

Be involved in the full lifecycle of BI and Data projects from attending client briefings, translating business requirements into the architecture and design of solutions, and following through to their implementation and deployment
Do highly technical work assisting our clients in optimising the scalability and performance of their existing solutions, and expanding on those solutions to add greater insights, visualisation and understanding of the data they are storing 
Configure, develop, optimise, test and document solutions developed and/or infrastructure implemented 
Actively participate in local technical forums, such as user groups, that may involve Microsoft and their wider community 
 About You  You should have proven expertise with Microsoft Business Intelligence products in a similar role as a BI Consultant, SQL Server Developer or Architect, and you should have some level of working knowledge around
        big data solutions. Ideally, your skillset will include: 

Proficiency in all pillars of the MSBI (SSIS, SSRS, SSAS) 
Advanced T-SQL and SQL Server 2012+, including Azure SQL
SQL Server Administration & Performance Tuning 
Familiarity with visualisation tools like PowerBI, Tableau, Qlikview 
Experience with cloud technologies, ideally Azure (including Azure DL, Azure HD Insights, Azure DF). AWS or Google Cloud experience also considered 
Some familiarity with Data Analysis Expressions (DAX) 
 If you don’t tick all the boxes, that’s fine ! Your positive attitude and a willingness to learn will be fully embraced.... Sydney CBD-based role. Apply now, in strictest confidence, to daniel@etegroup.com.au
        or hit the APPLY tab. ",Senior Consultant (Business Intelligence) - Microsoft / SQL / PowerBI,,/BI/Lead/Enterprise/Level/Projects/Role/Senior/Business/Intelligence/Microsoft/Data/BI/SQL/Server/PowerBI/BI/Data/Configure/Microsoft/Microsoft/Business/Intelligence/BI/SQL/Server/Developer/Architect/Proficiency/MSBI/SSIS/SSRS/SSAS/T/SQL/SQL/Server/Azure/SQL/SQL/Server/Administration/Performance/Tuning/PowerBI/Tableau/Qlikview/Azure/Azure/DL/Azure/HD/Insights/Azure/DF/AWS/Google/Cloud/Data/Analysis/Expressions/DAX/’s/Sydney/CBD/daniel@etegroup.com.au/APPLY,, SENIOR   CONSULTANT  SQL  POWERBI ,0,"['Senior', 'Consultant', '(Business', 'Intelligence)', 'Microsoft', '/', 'SQL', '/', 'PowerBI']",Information Technolog,,Sr Scientist,2.0
PRA,Information & Communication Technology, Team Leaders,Full Time,Melbourne,180000 package,"
The Role
The Data Solutions Lead is a key role within Data Services, responsible for designing and delivering the Big Data Platform along with other data-driven solutions to enable to obtain a competitive advantage while developing and leading your team.
Qualifications
Essential - Computer Science degree or equivalent
Desirable - AWS certification
Experience
Five years as a senior analyst developer in a mid-large data-centric organisation with a demonstrated ability to lead teams (formally or informally).
KEY ACCOUNTABILITIES
Leadership
 

Own the delivery of data-driven digital initiatives by technically leading delivery of outcomes by logical cross-functional delivery teams.
Manage and develop a talented team of designers, modellers and engineers to deliver challenging roadmap of data-driven digital initiatives whilst maintaining best practice approaches to delivering stable and quality deliverables.
Drive the operation of the team to allow team members to excel and establish career pathways to continually develop the expertise and leadership within the team to allow the team to grow and be challenged.
Be a core contributor and collaborator in an open and challenging team of peers within Data Solutions to ensure the strategic objectives of the Data Solutions team and broader Enterprise Technology teams are realised.
 Celebrate wins with the team and ensure we take the lessons out of the difficulties we face.

Project Delivery
 

Manage and deliver the strategy for enterprise integration and information management, ensuring that uniformly recognised and accepted data definitions are developed and consistently applied.
Oversee the assessment, analysis, planning and design of release packages, including assessment of risk, post-release review.
Ensure investment in technology is optimised by contributing to the delivery of strategic investment roadmaps within the organisation, providing strong technical knowledge and expertise on current and emerging technologies and trends.
Experience in the design and implementation of ETL processes.
Develop relationships with stakeholders and refine roadmaps for success given project prioritization and budget.
Communication of designs, progress and achievements across all levels of the organisation.
 Ensure solutions are appropriately documented, supported and transitioned into BAU.
        
Tech
 

Demonstrated experience in designing and delivering AWS enabled solutions in a data rich environment.
Providing guidance and support to the business in determining and recommending information available for consumption.
Champion data quality, integrity and reliability throughout the department by designing and promoting best practices.
Apply industry best practice guidelines.
Provide assistance to team members with issues needing technical expertise or complex systems and/or programming knowledge.
Provide on-the-job training for new or less experienced team members.
Introduce new ideas and tech to the domain.
 KEY REQUIREMENTS

Behavioural Competencies
 

Highly motivated and delivery focused thought leader.
Demonstrated ability to interact positively and constructively with internal stakeholders and partners.
Ability to successfully manage multiple streams of work in a high-pressure environment.
Agile mindset with a focus on value driven iterative solutions.
Ability to communicate with stakeholders and team members.
Strong sense of ownership and accountability.
Low ego / team driven behaviours.
 Desire to challenge the status quo.
         
Technical Competencies
 

Strong experience in developing Big Data platforms.
Experience developing / delivering solutions with AWS technologies
Knowledge of asynchronous messaging systems, JMS, Rabbit MQ is a plus.
Understanding of multi-channel solutions (Web, Mobile, Android, iOS).
RESTful API’s.
Core Java / Python knowledge
Database (PostgreSQL, Informix, Redshift).
CI/CD Build tools (Jenkins, Bamboo, Puppet, Shell Scripting, Unit/Integration Testing).
Messaging/Integration tools (RabbitMQ, Apache Camel).
Experience with implementing Monitoring / Logging / Alerting (SumoLogic, PagerDuty).
   
        
Ideally, experience with:
 

Fast paced agile based environment
Test-driven development techniques
Continuous Integration / Continuous Delivery
A clear understanding of systems analysis, component-based system design and modern software development principles
Understanding of the full application development life-cycle and supporting methodologies
 Consulting and presenting information to different audiences.
        
",Data Solutions Lead,,/Role/Data/Solutions/Lead/Data/Services/Big/Data/Platform/Qualifications/Essential/Computer/Science/Desirable/AWS/KEY/ACCOUNTABILITIES/Leadership/Data/Solutions/Data/Solutions/Enterprise/Technology/Celebrate/Project/Delivery/Manage/Oversee/Ensure/Ensure/BAU/Tech/Demonstrated/AWS/Champion/KEY/REQUIREMENTS/Behavioural/Competencies/Agile/Desire/Technical/Competencies/Big/Data/AWS/Knowledge/JMS/Rabbit/MQ/Mobile/Android/RESTful/API/’s/Core/Java/Python/Database/PostgreSQL/Informix/Redshift/CI/CD/Build/Jenkins/Bamboo/Puppet/Shell/Scripting/Unit/Integration/Testing/Messaging/Integration/RabbitMQ/Apache/Camel/Monitoring/Logging/Alerting/SumoLogic/PagerDuty/Ideally/Continuous/Delivery/Consulting,180000.0,  LEAD       ,0,"['Data', 'Solutions', 'Lead']",Information Technolog,3.0,Sr Scientist,2.0
Ambulance Victoria,Government & Defence, Government - State,Full Time,Melbourne,,"
FIXED TERM CONTRACT TO JUNE 2021
The new Ambulance Victoria (AV) operational structure aims to improve the health of our community by delivering innovative, high quality ambulance services and providing exceptional clinical care.  The changes to be implemented will place
          us in the strongest position to meet current and future community demand, while supporting your development, health, wellbeing, and safety.
This fixed term, full time position within the Quality and Patient Experience division located at Blackburn North, will provide leadership and expertise to build improvement and innovation capability and capacity across AV to achieve continuous
          improvement in patient outcomes and experience for ambulance patients. 
About the role
Reporting to the Director, Patient and Safety Experience, the main duties of the role include (but are not limited to):

Coordinating, leading and supporting agreed process improvement initiatives to deliver measurable outcome improvements
Leading promoting and fostering continuous improvement across all elements of the organisation
Providing subject matter expertise and leadership in improvement science and innovation
Providing effective leadership by fostering a culture of professional development and collaboration
Working with Improvement team members to achieve both divisional and organisational goals

About you

You will possess qualifications in improvement science, preferably LEAN Thinking and Six Sigma together with significant project management experience.   Your in depth knowledge of improvement science for complex and diverse initiatives,
          preferably in a health-related environment will be crucial.
You will be a passionate and enthusiastic advocate for quality and timely patient care, visionary and proactive.  You will be known for your excellent interpersonal, written and verbal communication skills together with your ability to influence,
          engage and motivate others. Your demonstrated strong leadership skills coupled with a solid understanding of systems thinking and data analytics related to improvement and innovation, will ensure success in this role.
The successful candidate must have a current Victorian Driver's Licence, be willing to travel throughout metropolitan Melbourne and regional Victoria when required, and undertake a National Police check.
What's in it for you?
As a valued member of AV you will enjoy a professional working environment that recognises the importance of work/life balance, as well as offering salary packaging options, generous personal leave entitlements and accrued days off for full time
          staff.  We believe our people are our greatest resource and the sustainability of our workforce depends on how well we utilise our peoples' skills and abilities.
How to apply

Applicants are requested to address the selection criteria detailed in the position description and to read the document attached ‘Applying for a position with Ambulance Victoria'.  Your application will form an integral part of the selection process and should be of a high quality including: 

Cover letter
Resume
Document addressing the Selection Criteria detailed on the last page of the position description

For any queries, please email the Recruitment and Selection Team at recruitment@ambulance.vic.gov.au or, alternatively, phone 03 9840 3653.  Please submit applications by Sunday 2nd June 2019          by clicking on ‘Apply Online' below.
Our diverse and inclusive workforce allows us to deliver the Best Care to the Victorian community, and helps create a healthier, more productive workplace for our people.   ""Only people with the right to work in Australia
        may apply for this position""  ",Improvement and Innovation Lead,,/FIXED/JUNE/Ambulance/Victoria/AV/Quality/Patient/Experience/Blackburn/North/AV/Director/Patient/Safety/Experience/LEAN/Thinking/Sigma/Victorian/Driver/Melbourne/Victoria/National/Police/Ambulance/Victoria/Cover/Resume/Document/Selection/Criteria/Recruitment/Selection/Team/Sunday/June/Online/Australia,,  LEAD       ,0,"['Improvement', 'and', 'Innovation', 'Lead']",Govt & Def & Edu & Train,,Sr Scientist,
Ambulance Victoria,Healthcare & Medical, Other,Full Time,Melbourne,,"
FIXED TERM CONTRACT TO JUNE 2021
The new Ambulance Victoria (AV) operational structure aims to improve the health of our community by delivering innovative, high quality ambulance services and providing exceptional clinical care.  The changes to be implemented will place
          us in the strongest position to meet current and future community demand, while supporting your development, health, wellbeing, and safety.
This fixed term, full time position within the Quality and Patient Experience division located at Blackburn North, will provide leadership and expertise to build improvement and innovation capability and capacity across AV to achieve continuous
          improvement in patient outcomes and experience for ambulance patients. 
About the role
Reporting to the Director, Patient and Safety Experience, the main duties of the role include (but are not limited to):

Coordinating, leading and supporting agreed process improvement initiatives to deliver measurable outcome improvements
Leading promoting and fostering continuous improvement across all elements of the organisation
Providing subject matter expertise and leadership in improvement science and innovation
Providing effective leadership by fostering a culture of professional development and collaboration
Working with Improvement team members to achieve both divisional and organisational goals

About you

You will possess qualifications in improvement science, preferably LEAN Thinking and Six Sigma together with significant project management experience.   Your in depth knowledge of improvement science for complex and diverse initiatives,
          preferably in a health-related environment will be crucial.
You will be a passionate and enthusiastic advocate for quality and timely patient care, visionary and proactive.  You will be known for your excellent interpersonal, written and verbal communication skills together with your ability to influence,
          engage and motivate others. Your demonstrated strong leadership skills coupled with a solid understanding of systems thinking and data analytics related to improvement and innovation, will ensure success in this role.
The successful candidate must have a current Victorian Driver's Licence, be willing to travel throughout metropolitan Melbourne and regional Victoria when required, and undertake a National Police check.
What's in it for you?
As a valued member of AV you will enjoy a professional working environment that recognises the importance of work/life balance, as well as offering salary packaging options, generous personal leave entitlements and accrued days off for full time
          staff.  We believe our people are our greatest resource and the sustainability of our workforce depends on how well we utilise our peoples' skills and abilities.
How to apply

Applicants are requested to address the selection criteria detailed in the position description and to read the document attached ‘Applying for a position with Ambulance Victoria'.  Your application will form an integral part of the selection process and should be of a high quality including: 

Cover letter
Resume
Document addressing the Selection Criteria detailed on the last page of the position description

For any queries, please email the Recruitment and Selection Team at recruitment@ambulance.vic.gov.au or, alternatively, phone 03 9840 3653.  Please submit applications by Sunday 2nd June 2019          by clicking on ‘Apply Online' below.
Our diverse and inclusive workforce allows us to deliver the Best Care to the Victorian community, and helps create a healthier, more productive workplace for our people.   ""Only people with the right to work in Australia
        may apply for this position""  ",Improvement and Innovation Lead,,/FIXED/JUNE/Ambulance/Victoria/AV/Quality/Patient/Experience/Blackburn/North/AV/Director/Patient/Safety/Experience/LEAN/Thinking/Sigma/Victorian/Driver/Melbourne/Victoria/National/Police/Ambulance/Victoria/Cover/Resume/Document/Selection/Criteria/Recruitment/Selection/Team/Sunday/June/Online/Australia,,  LEAD       ,0,"['Improvement', 'and', 'Innovation', 'Lead']",Healthcare & Medical,,Sr Scientist,
Ethos BeathChapman,Information & Communication Technology, Developers/Programmers,Full Time,Sydney,$100k + super,"
Digital Marketing Analyst
Our client, a leading Australian insurance provider currently undergoing a significant digital transformation ($100m+) are expanding heavily in their digital analytics and digital marketing business areas.
This position is for a junior data analyst looking for the right career move into an evolving digital business where youll learn new skills and work with the last in Digital analytics technology Google Analytics, Adobe Target Platform, Machine
          learning, AI etc.
The ideal candidate will have a relevant degree in Marketing or Computer Science and have a least 2 years working experience as a Digital Marketing Analyst or Data Analyst working with either Google Analytics or Adobe Analytics or any of the Adobe
          suite of products used for digital marketing.
In this role youll be exposed to all the above and trained accordingly. Working on exciting customer and data driven digital marketing campaigns and providing insightful data on customer behavior to stakeholders.
You’ll also be provided with an exceptional benefits package including private healthcare package, study assistance, flexible working etc..
 
Skills required

Relevant degree
2 years experience in a data driven digital marketing role
Exposer to either Google Analytics or Adobe Analytics suite.
Excellent communication and presentation skills.
Experience with reporting tools like Tableau or PowerBI a plus
Experience with SQL a plus

 
For further information on this role or to confidentially apply, please contact Will Reemer on 02 8227 9200 or apply directly via the Apply for this job button.
          Only WORD FORMAT resumes will be accepted.
",Digital Marketing Analyst,,/Digital/Marketing/Analyst/Digital/Google/Analytics/Adobe/Target/Platform/Machine/AI/Marketing/Computer/Science/Digital/Marketing/Analyst/Data/Analyst/Google/Analytics/Adobe/Analytics/Adobe/Relevant/Exposer/Google/Analytics/Adobe/Analytics/Tableau/PowerBI/SQL/Reemer/Apply/WORD,100000.0,    ANALYST     ,0,"['Digital', 'Marketing', 'Analyst']",Information Technolog,0.0, Jr Analysts,1.0
BP,Accounting, Taxation,Contract/Temp,Melbourne,Competitive,"

About Us
As part of the BP group of companies with operations in over 100 countries, GBS ANZ is a provider of a broad range of integrated customer solutions, supporting BP's operations across Australia and NZ. Supporting both BP and Castrol brands, GBS
          services include accounting and banking operations, logistics/scheduling operations, customer service and sales, credit management, financial reporting and HR Services. GBS ANZ has positioned itself as the true leader in a highly competitive
          shared services landscape.
GBS ANZ sits within a global organisation supporting BP Australia's businesses of exploration, production, refining, trading and distribution of energy. With over 400 employees, 100,000 end customers and $40 billion in processed transactions per
          annum, GBS ANZ takes pride in being the engine room for BP.
About the opportunity
In this 12 month contract, you will play a key role in the preparation, analysis and reconciliation of the tax effect accounting calculations for the BP Group for Australia and New Zealand (ANZ) and assist with the preparation of the BP ANZ tax
          return.
You will develop, implement and maintain robust processes covering the entire tax effect accounting process. You will identify all information and source system requirements, create and analyse tax provisions in the GL, reconcile tax accounts,
          provide tax calculations and prepare financial information to BP stakeholders for various tax initiatives.
Key accountabilities:
Assist in the preparation of the quarterly tax reporting, create tax calculations (using tax calculation software) and be responsible for year-end close and subsequent year roll forward

Reconcile tax numbers from tax calculation software to General Ledger
Generate & post Statutory and Business Unit tax journals (current & deferred tax)
Prepare analysis on tax calculation movements including the use of data analytics to provide relevant information to the business
Identify and implement opportunities to improve the corporate tax processes and services provided to the business
The role may also assist with Australian & New Zealand Indirect Tax matters from time to time including Fuel taxes, GST, Payroll tax, FBT

About you
To be successful in this role, you will have developed technical tax and accounting skills in a corporate tax role in a large complex corporate or within chartered environment. You will have a solid understanding of company tax technical/legal
          requirements in a corporate/chartered environment with a focus on compliance activities. 

Proven experience in data analytics and data transformation
Ability to build relationships with stakeholders to deliver mutually beneficial outcomes
Deal with ambiguity, navigate complexity and drive outcomes
Commercial acumen, strong judgment and decision-making skills
High level of analytical skills and strength in attention to detail
Systems knowledge including SAP, Excel, JDE, Thomson Reuters OneSource or CCH Integrator tax products is highly desirable
Degree level qualification in accounting/business and CPA or CA qualifications

About the benefits
We can offer you a vibrant, collaborative work culture and a company that lives and breathes its values of Safety, Respect, Excellence, Courage and One Team. We have a commitment to developing your career and reward our people with a competitive
          package and flexible working conditions coupled with benefits that reflect these values.
We are a global organisation with fantastic opportunities for professional and personal growth with a collaborative culture where agile working is encouraged. 
To apply, please click on the 'Apply' button below and follow the
",Corporate Tax Analyst,40.0,/BP/GBS/ANZ/BP/Australia/NZ/BP/Castrol/GBS/HR/Services/GBS/ANZ/GBS/ANZ/BP/Australia/GBS/ANZ/BP/BP/Group/Australia/New/Zealand/ANZ/BP/ANZ/GL/BP/Reconcile/General/Ledger/Generate/Statutory/Business/Unit/Australian/New/Zealand/Indirect/Tax/GST/Payroll/FBT/Proven/Ability/Systems/SAP/Excel/JDE/Thomson/Reuters/OneSource/CCH/Integrator/Degree/CA/Safety/Respect/Excellence/Courage/Team,,    ANALYST     ,0,"['Corporate', 'Tax', 'Analyst']",Financial Services,, Jr Analysts,0.0
ASIC,Government & Defence, Government - Federal,Full Time,Sydney,,"
 


ASIC is seeking an IT Security Specialist (SIEM) 


$104,617 - $121,012 (depending on experience) plus up to 15.4% superannuation and a performance bonus


Ongoing position based in Sydney
 


A future with ASIC means that your work will contribute to ASIC's vision for a fair, strong and efficient financial system for all Australians. We value what you will bring. We value those with sharp, analytical minds and are open to challenging
          the way things are done. 
 
The team 
Information Technology Services provides a wide range of IT facilities and support services to ASIC. We are embarking on major technology projects that will transform our business and continue our significant technology transformation in several
          areas such as virtualisation, data analytics, mobility and cloud.
 
 The role 


Develop and maintain a roadmap for the ASIC SIEM environment that includes hardware, software and architecture requirements 


Contribute to the architecture and design of all aspects of the ASIC SIEM environment.


Develop and maintain policy and guidance documents related to all aspects of the ASIC SIEM environment including Operating System logging and auditing policies 


Maintain the ASIC SIEM environment including patching, upgrades and deployments as required. This includes managing storage and fixing broken components as required
 


About you 
Demonstrated technical experience relating to:


Arcsight Express, Arcsight Logger and related components


Windows, Linux, and Cisco logging and auditing


Azure and AWS Cloud logging and auditing


Scripting on Windows and Linux platforms, including Java, PowerShell, and BASH


Security Incident response


 
About ASIC 
ASIC is Australia's integrated corporate, markets, financial services and consumer credit regulator.
ASIC has a broad mandate. We are a regulator; a policy advisory body; a consumer protection agency; a licensing body; a financial educator and consumer advocate; and a company and professional registry. And we are a law enforcement agency.
This work is directed to one principal aim: to realise ASIC's vision for a fair, strong and efficient financial system for all Australians. 
Underpinning ASIC's vision is the recognition that every cent in the financial system is other people's money.
A future with ASIC means that your work will contribute to achieving ASIC's vision.
ASIC is committed to a providing a diverse and inclusive workplace where the very best talent in Australia chooses to work. Indigenous Australians are encouraged to apply as well as applicants from all backgrounds and with different abilities.
To work with us, you must be an Australian citizen, and be prepared to complete an ASIC Suitability and Baseline Assessment which is issued ASIC's Personnel Security Team. 
Please view the position description for more information or click ‘apply' to start your application.
",IT Security Specialist (SIEM),112814.5,/ASIC/IT/Security/Specialist/SIEM/Ongoing/Sydney/ASIC/ASIC/Australians/Information/Technology/Services/IT/ASIC/Develop/ASIC/SIEM/ASIC/SIEM/ASIC/SIEM/Operating/System/ASIC/Arcsight/Express/Arcsight/Logger/Windows/Linux/Cisco/Azure/AWS/Cloud/Windows/Linux/Java/PowerShell/BASH/Security/Incident/ASIC/ASIC/Australia/ASIC/ASIC/Australians/Underpinning/ASIC/ASIC/ASIC/ASIC/Australia/Australians/ASIC/Suitability/Baseline/Assessment/ASIC/Personnel/Security/Team,112814.5, SPECIALIST        ,0,"['IT', 'Security', 'Specialist', '(SIEM)']",Govt & Def & Edu & Train,1.0,Jr Scientist,1.0
Mars Recruitment,Accounting, Audit - Internal,Full Time,"Wollongong, Illawarra & South Coast","$120,000 - $150,000 + Bonus","
MARS Recruitment are currently partnering with an exciting organisation with offices all over Australia. This opportunity sits within the Group finance team reporting into Sydney with exposure across the entire business. The organisation have
          undergone some change over the past 12 months and as a result have a re-invigorated group who with tenure, are creating an environment centered around the employee.
In this role you be responsible for, but not limited to;

Deliver safely the outputs expected in the AUS/NZ business plan on a day to day, week to week basis;
Deliver continuous improvement outcomes in the production/supply/support of AUS/NZ Internal Audit; 
Uphold, support and improve upon the conduct of business processes according to policies and procedures.
Meet all legislative and Regulatory requirements which relate to this position.
Deliver Internal Audits for AUS/NZ as part of the overall IA plan; by being accountable for scoping, executing fieldwork and delivery audit documentation and draft reports to a high quality.
Support the delivery of internal audits across the group as part of the overall plan.
Develop and maintain effective relationships with key stakeholders in AUS/NZ (across all Australia, New Zealand and Pacific Islands).
Effective follow up of issues and remediation actions to ensure that management have mitigated risks.
Identify and implement tools (e.g. data analytics) to improve IA processes and capture business and insights to deliver value to customers
Consistently present as professional and credible, be sought out by the business for input/advice
Deliver central Internal Audit reporting & tool administration (with support of IA EA)

The successful candidate will ideally have;

Undergraduate degree in accounting, finance, business administration, IT or related discipline
Experience working in similar roles in a major corporation with a preference for manufacturing background.
Membership and qualifications from relevant professional bodies (e.g. IIA, CA, CPA or CISA)
Other post graduate studies
5-10 years internal audit, accounting and other relevant auditing experience obtained in a ‘blue chip’ or large accounting firm environment.

If this sounds like your next career opportunity, get in touch with;
Ed Burgess | Commercial Finance Lead
02 9003 4915
ed.burgess@marsrecruitment.com.au
",Senior Internal Auditor,,/MARS/Recruitment/Australia/Group/Sydney/Deliver/AUS/NZ/AUS/NZ/Internal/Audit/Uphold/Internal/Audits/AUS/NZ/IA/AUS/NZ/Australia/New/Zealand/Pacific/Islands/IA/Internal/Audit/IA/EA/Undergraduate/IT/Membership/IIA/CA/CISA/Ed/Burgess/Commercial/Finance/Lead/ed.burgess@marsrecruitment.com.au,135000.0, SENIOR        ,0,"['Senior', 'Internal', 'Auditor']",Financial Services,2.0,Jr Scientist,2.0
